Image_Name,yolov8n-seg.pt_Detections,yolov8n-seg.pt_Time_Seconds,yolov8s-seg.pt_Detections,yolov8s-seg.pt_Time_Seconds,yolov8n.pt_Detections,yolov8n.pt_Time_Seconds,yolov8s.pt_Detections,yolov8s.pt_Time_Seconds,yolov8n-oiv7.pt_Detections,yolov8n-oiv7.pt_Time_Seconds
04a04b15d8.jpg,5,0.229,9,0.42,5,0.295,4,0.654,6,0.191
04a04ed826.jpg,4,0.206,4,0.506,3,0.415,4,0.787,2,0.231
04a04f3809.jpg,6,0.292,3,0.507,5,0.421,3,0.716,2,0.217
04a050229d.jpg,22,0.47,20,0.632,31,0.419,23,0.656,4,0.27
04a056ab65.jpg,12,0.508,7,0.53,11,0.293,13,0.735,6,0.26
04a0584177.jpg,4,0.329,2,0.541,3,0.403,2,0.713,1,0.26
04a0597fc1.jpg,3,0.343,2,0.519,2,0.352,1,0.6,1,0.212
04a05b3a30.jpg,8,0.391,9,0.549,7,0.317,9,0.711,1,0.227
04a05be781.jpg,8,0.368,10,0.528,10,0.622,10,0.623,2,0.184
04a05d0659.jpg,7,0.51,7,0.448,9,0.31,5,0.632,5,0.198
04a05ea946.jpg,8,0.325,6,0.486,7,0.446,6,0.564,2,0.191
04a05f469a.jpg,3,0.376,2,0.574,3,0.452,2,0.585,2,0.189
04a05f6166.jpg,6,0.541,5,0.609,5,0.324,5,0.558,3,0.199
04a062776a.jpg,8,0.441,2,0.585,5,0.28,4,0.58,3,0.205
04a062ddba.jpg,5,0.617,7,0.63,6,0.275,6,0.549,5,0.191
04a06321df.jpg,7,0.473,3,0.756,3,0.251,2,0.56,7,0.175
04a063e978.jpg,3,0.468,6,0.7,6,0.224,5,0.678,1,0.217
04a0644805.jpg,4,0.455,3,0.55,4,0.233,3,0.652,1,0.244
04a067586e.jpg,6,0.402,6,0.449,11,0.211,8,0.54,2,0.18
04a0693612.jpg,17,0.375,22,0.43,26,0.262,18,0.535,6,0.22
04a0694ad2.jpg,10,0.373,7,0.393,6,0.211,6,0.699,2,0.249
04a06aa5a7.jpg,6,0.373,6,0.47,4,0.175,6,0.585,3,0.243
04a06f20ba.jpg,18,0.705,9,0.484,11,0.238,13,0.631,2,0.312
04a071d5a8.jpg,4,0.524,6,0.464,3,0.182,2,0.731,3,0.198
04a0744015.jpg,5,0.3,11,0.433,6,0.147,7,0.538,2,0.192
04a074fd29.jpg,6,0.424,1,0.529,3,0.25,1,0.68,1,0.318
04a07543fd.jpg,2,0.281,1,0.576,2,0.189,2,0.595,2,0.214
04a0774980.jpg,9,0.362,11,0.54,6,0.149,10,1.221,2,0.177
04a07842d6.jpg,3,0.267,3,0.524,2,0.199,3,0.766,1,0.231
04a07a40dd.jpg,4,0.347,6,0.981,5,0.345,1,0.831,1,0.241
04a07d4cc0.jpg,12,0.359,9,0.808,11,0.194,10,0.607,6,0.203
04a07e1517.jpg,7,0.262,9,0.806,5,0.23,7,0.586,3,0.205
04a07f5670.jpg,1,0.292,2,0.692,2,0.187,1,0.662,1,0.231
04a080a5bf.jpg,3,0.257,7,0.965,6,0.185,5,0.75,4,0.303
04a08342a4.jpg,3,0.325,2,0.636,1,0.126,1,0.772,0,0.238
04a084ed5d.jpg,8,0.283,13,1.026,12,0.206,16,0.64,2,0.271
04a0854972.jpg,4,0.328,6,0.659,7,0.285,4,0.656,1,0.285
04a0868cda.jpg,6,0.258,18,0.636,5,0.204,13,0.616,2,0.2
04a086f0cf.jpg,4,0.368,5,0.483,3,0.235,4,0.543,1,0.209
04a08be097.jpg,8,0.363,11,0.673,7,0.193,7,0.588,5,0.234
04a08f1839.jpg,5,0.444,5,0.511,6,0.233,4,0.604,1,0.204
04a09161d0.jpg,16,0.386,9,0.539,19,0.168,15,0.897,6,0.301
04a09176a8.jpg,9,0.303,3,0.478,5,0.181,3,0.721,4,0.334
04a091ea20.jpg,11,0.337,11,0.508,12,0.217,12,0.707,4,0.253
04a091f1c5.jpg,4,0.234,2,0.47,4,0.15,5,0.633,2,0.291
04a0935679.jpg,6,0.242,5,0.437,6,0.128,6,0.538,8,0.219
04a09445dd.jpg,2,0.262,3,0.464,3,0.179,2,0.593,3,0.224
04a094ec93.jpg,1,0.265,4,0.549,2,0.194,1,0.585,3,0.238
04a094ecb1.jpg,3,0.197,1,0.463,2,0.151,2,0.515,3,0.171
04a094f4fe.jpg,9,0.162,5,0.617,7,0.127,8,0.479,4,0.19
04a096cfbd.jpg,9,0.231,14,0.628,10,0.191,9,0.536,4,0.282
04a09c5736.jpg,10,0.216,5,0.622,9,0.157,8,0.608,5,0.229
04a09e34d3.jpg,2,0.172,2,0.536,2,0.144,1,0.68,1,0.258
04a09eb15c.jpg,3,0.2,4,0.56,2,0.136,3,0.564,1,0.194
04a09ff1fd.jpg,4,0.227,5,0.551,5,0.125,6,0.553,2,0.191
04a0a1292c.jpg,6,0.484,12,0.787,8,0.516,6,0.954,5,0.47
04a0a16018.jpg,8,0.244,10,0.467,12,0.206,7,0.618,10,0.235
04a0a20def.jpg,3,0.186,2,0.394,3,0.247,2,0.977,1,0.174
04a0a5f475.jpg,4,0.17,5,0.419,3,0.211,6,0.665,1,0.201
04a0a69a47.jpg,5,0.196,5,0.505,5,0.148,4,0.742,5,0.239
04a0a70cb6.jpg,5,0.201,10,0.505,6,0.216,7,0.723,3,0.284
04a0a761cf.jpg,2,0.217,7,0.522,3,0.166,5,0.876,2,0.235
04a0a90120.jpg,6,0.177,7,0.997,10,0.21,11,0.595,4,0.187
04a0a9ba14.jpg,18,0.227,15,0.901,16,0.206,17,0.622,26,0.263
04a0aa367f.jpg,7,0.18,4,1.314,2,0.199,4,0.584,2,0.179
04a0aab223.jpg,6,0.186,5,0.485,6,0.271,8,0.706,5,0.256
04a0abd228.jpg,9,0.171,4,0.576,9,0.213,8,0.584,1,0.18
04a0abdeec.jpg,3,0.177,3,0.47,4,0.257,7,0.628,1,0.143
04a0ad389b.jpg,0,0.17,6,0.567,3,0.233,6,0.716,1,0.206
04a0b16569.jpg,4,0.205,5,0.537,4,0.201,5,0.8,1,0.242
04a0b219a4.jpg,6,0.201,8,0.489,5,0.293,7,0.565,5,0.214
04a0b24187.jpg,2,0.187,2,0.659,3,0.227,3,0.551,1,0.224
04a0b25f6e.jpg,2,0.221,5,0.621,2,0.198,4,0.58,3,0.24
04a0b3cea6.jpg,3,0.167,2,0.696,3,0.193,4,0.605,2,0.173
04a0b51363.jpg,12,0.156,15,0.543,9,0.229,13,0.653,8,0.182
04a0b91192.jpg,12,0.244,8,0.603,8,0.286,10,1.035,5,0.232
04a0bbfb0d.jpg,15,0.191,16,0.499,16,0.217,14,0.616,20,0.19
04a0bce83f.jpg,5,0.169,8,0.491,6,0.193,9,0.627,2,0.171
04a0bd2f5e.jpg,2,0.149,2,0.435,2,0.227,2,0.522,1,0.152
04a0be6c1c.jpg,2,0.365,2,0.49,2,0.187,2,0.577,1,0.221
04a0c1834d.jpg,7,0.205,4,0.515,8,0.25,4,0.586,6,0.199
04a0c3899e.jpg,9,0.203,12,0.546,10,0.21,14,0.615,4,0.164
04a0c761aa.jpg,11,0.277,8,0.728,8,0.265,10,0.743,5,0.277
04a0c85d75.jpg,5,0.187,8,0.862,5,0.2,6,0.564,1,0.177
04a0ca6170.jpg,3,0.167,5,0.699,0,0.224,2,0.619,1,0.188
04a0cb9a2a.jpg,4,0.23,6,0.648,6,0.211,8,0.625,5,0.244
04a0d4115e.jpg,17,0.539,24,0.6,14,0.329,20,0.687,1,0.312
04a0d4e35c.jpg,4,0.254,4,0.543,5,0.179,5,0.496,4,0.189
04a0d5a484.jpg,8,0.313,12,0.562,7,0.175,8,0.594,7,0.181
04a0d7895d.jpg,12,0.22,12,0.568,16,0.161,14,0.536,4,0.188
04a0d8a1cb.jpg,15,0.233,6,0.507,20,0.161,5,0.496,13,0.202
04a0da2424.jpg,4,0.235,3,0.502,2,0.159,3,0.469,1,0.17
04a0dabcac.jpg,12,0.213,8,0.513,8,0.161,10,0.53,2,0.197
04a0db9764.jpg,6,0.266,1,0.975,12,0.187,24,0.681,1,0.256
04a0dc4a5a.jpg,1,0.272,2,0.738,3,0.232,1,0.614,1,0.246
04a0dd51fa.jpg,2,0.201,2,0.546,1,0.161,1,0.517,1,0.147
04a0df70db.jpg,4,0.137,5,0.755,3,0.189,6,0.522,3,0.218
04a0e069fe.jpg,4,0.182,3,0.579,3,0.154,3,0.549,1,0.218
04a0e17e57.jpg,1,0.19,2,0.577,4,0.16,4,0.526,1,0.142
04a0e2ae0b.jpg,8,0.151,2,0.428,8,0.228,7,0.691,3,0.139
04a0e30ed8.jpg,3,0.208,8,0.434,5,0.169,7,0.618,3,0.172
04a0e33bb6.jpg,6,0.335,9,0.459,7,0.19,10,0.548,2,0.182
04a0e37d97.jpg,15,0.332,15,0.517,14,0.194,16,0.591,3,0.197
04a0e3edd0.jpg,6,0.372,5,0.484,5,0.16,10,0.568,4,0.15
04a0e657ac.jpg,13,0.682,13,0.537,10,0.182,10,0.676,4,0.203
04a0e67538.jpg,3,0.368,3,0.411,1,0.157,5,0.586,1,0.166
04a0e78e85.jpg,4,0.344,6,0.455,5,0.171,6,0.618,11,0.141
04a0e7920c.jpg,8,0.262,7,0.419,5,0.17,8,0.64,3,0.151
04a0e7af6d.jpg,15,0.243,3,0.413,14,0.131,3,0.798,6,0.152
04a0e8270d.jpg,6,0.184,6,0.431,6,0.163,5,0.603,1,0.174
04a0e9fca3.jpg,8,0.226,6,0.47,5,0.194,7,0.587,5,0.207
04a0eaa9e3.jpg,6,0.148,6,0.458,9,0.313,6,0.531,4,0.139
04a0eb7a33.jpg,14,0.244,11,0.57,9,0.262,11,0.601,2,0.206
04a0f18e42.jpg,8,0.198,10,0.475,10,0.203,10,0.855,7,0.197
04a0f1981b.jpg,5,0.222,2,0.555,2,0.23,3,0.713,1,0.207
04a0f2f39f.jpg,6,0.172,7,0.466,7,0.168,7,0.658,3,0.17
04a0f399e6.jpg,7,0.171,6,0.459,8,0.164,5,0.629,8,0.197
04a0f690e9.jpg,7,0.208,5,0.459,6,0.183,5,0.603,1,0.198
04a0f69bde.jpg,7,0.175,6,0.432,9,0.227,6,0.512,2,0.19
04a0f6dd86.jpg,4,0.268,2,0.522,2,0.249,2,0.626,0,0.22
04a0f89de6.jpg,2,0.192,1,0.455,1,0.16,1,0.493,1,0.186
04a0f917cb.jpg,3,0.193,3,0.453,3,0.156,3,0.522,4,0.182
04a0f959a6.jpg,5,0.155,4,0.423,5,0.139,3,0.529,2,0.179
04a0f95cad.jpg,6,0.2,6,0.486,7,0.175,7,0.529,5,0.19
04a0fa0a5c.jpg,4,0.222,1,0.553,0,0.172,4,0.594,0,0.23
04a0fa203a.jpg,4,0.201,7,0.429,3,0.149,5,0.519,2,0.242
04a0fc60fa.jpg,13,0.234,8,0.642,10,0.182,3,0.544,9,0.223
04a0fca0a2.jpg,10,0.228,11,0.512,4,0.182,7,0.542,1,0.178
04a0fdfd29.jpg,1,0.331,2,0.521,2,0.2,3,0.532,1,0.156
04a0ff74a1.jpg,12,0.339,17,0.534,8,0.271,12,0.607,2,0.174
image1.jpg,9,0.296,8,0.474,7,0.174,8,0.738,8,0.16
